"","from","to","Carrier","Departures","Seats","Passengers","Aircraft","Distance"
"9320","ATL","SAT","Delta Air Lines Inc.",46,6800,6227,694,874
"9321","ATL","SAT","Delta Air Lines Inc.",1,126,114,698,874
"9322","ATL","SAT","Delta Air Lines Inc.",1,54,40,698,874
"9323","ATL","SAV","Delta Air Lines Inc.",19,2356,1672,612,215
"9324","ATL","SAV","Delta Air Lines Inc.",18,2880,2233,614,215
"9325","ATL","SAV","Delta Air Lines Inc.",10,1250,1053,650,215
"9326","ATL","SAV","Delta Air Lines Inc.",116,16491,10837,655,215
"9327","ATL","SAV","Delta Air Lines Inc.",2,296,197,694,215
"9328","ATL","SAV","Delta Air Lines Inc.",4,504,255,698,215
"9329","ATL","SDF","Delta Air Lines Inc.",1,124,66,612,321
"9330","ATL","SDF","Delta Air Lines Inc.",16,2560,1213,614,321
"9331","ATL","SDF","Delta Air Lines Inc.",2,250,203,650,321
"9332","ATL","SDF","Delta Air Lines Inc.",2,284,167,655,321
"9333","ATL","SDF","Delta Air Lines Inc.",11,1628,1109,694,321
"9334","ATL","SDF","Delta Air Lines Inc.",29,3653,2791,698,321
"9335","ATL","SEA","Delta Air Lines Inc.",2,248,235,612,2182
"9336","ATL","SEA","Delta Air Lines Inc.",3,480,414,614,2182
"9337","ATL","SEA","Delta Air Lines Inc.",108,19854,18074,622,2182
"9338","ATL","SEA","Delta Air Lines Inc.",36,8037,7360,626,2182
"9339","ATL","SEA","Delta Air Lines Inc.",1,262,161,626,2182
"9340","ATL","SFO","Delta Air Lines Inc.",123,22561,21284,622,2139
"9341","ATL","SFO","Delta Air Lines Inc.",3,672,659,623,2139
"9342","ATL","SFO","Delta Air Lines Inc.",50,12967,12345,626,2139
"9343","ATL","SHV","Delta Air Lines Inc.",1,217,183,626,551
"9344","ATL","SJC","Delta Air Lines Inc.",26,4158,3577,614,2116
"9345","ATL","SJU","Delta Air Lines Inc.",117,21415,19675,622,1547
"9346","ATL","SJU","Delta Air Lines Inc.",3,730,664,624,1547
"9347","ATL","SLC","Delta Air Lines Inc.",31,4959,4385,614,1589
"9348","ATL","SLC","Delta Air Lines Inc.",174,31758,30152,622,1589
"9349","ATL","SLC","Delta Air Lines Inc.",35,8994,7158,626,1589
"9350","ATL","SLC","Delta Air Lines Inc.",1,142,133,655,1589
"9351","ATL","SLC","Delta Air Lines Inc.",4,592,542,694,1589
"9352","ATL","SMF","Delta Air Lines Inc.",1,124,114,612,2092
"9353","ATL","SMF","Delta Air Lines Inc.",45,7200,6145,614,2092
"9354","ATL","SMF","Delta Air Lines Inc.",4,736,704,622,2092
"9355","ATL","SNA","Delta Air Lines Inc.",135,16740,14750,612,1919
"9356","ATL","SNA","Delta Air Lines Inc.",1,160,111,614,1919
"9357","ATL","SRQ","Delta Air Lines Inc.",3,372,359,612,445
"9358","ATL","SRQ","Delta Air Lines Inc.",16,2925,1850,622,445
"9359","ATL","SRQ","Delta Air Lines Inc.",157,22343,18366,655,445
"9360","ATL","STL","Delta Air Lines Inc.",4,496,375,612,483
"9361","ATL","STL","Delta Air Lines Inc.",24,3840,3283,614,483
"9362","ATL","STL","Delta Air Lines Inc.",18,3290,2097,622,483
"9363","ATL","STL","Delta Air Lines Inc.",5,625,430,650,483
"9364","ATL","STL","Delta Air Lines Inc.",131,18651,13757,655,483
"9365","ATL","STL","Delta Air Lines Inc.",18,2664,1542,694,483
"9366","ATL","STL","Delta Air Lines Inc.",24,3024,2458,698,483
"9367","ATL","STT","Delta Air Lines Inc.",33,6041,5357,622,1599
"9368","ATL","STT","Delta Air Lines Inc.",1,218,208,626,1599
"9369","ATL","STX","Delta Air Lines Inc.",4,575,449,655,1638
"9370","ATL","TLH","Delta Air Lines Inc.",27,3862,2657,655,223
"9371","ATL","TPA","Delta Air Lines Inc.",5,800,702,614,406
"9372","ATL","TPA","Delta Air Lines Inc.",323,59105,49242,622,406
"9373","ATL","TPA","Delta Air Lines Inc.",6,1344,1014,623,406
"9374","ATL","TPA","Delta Air Lines Inc.",4,960,677,626,406
"9375","ATL","TPA","Delta Air Lines Inc.",1,125,111,650,406
"9376","ATL","TPA","Delta Air Lines Inc.",15,2130,1825,655,406
"9377","ATL","TPA","Delta Air Lines Inc.",1,148,127,694,406
"9378","ATL","TPA","Delta Air Lines Inc.",3,378,357,698,406
"9379","ATL","TPA","Delta Air Lines Inc.",1,262,171,626,406
"9380","ATL","TUL","Delta Air Lines Inc.",1,160,49,614,674
"9381","ATL","TUL","Delta Air Lines Inc.",28,3990,2459,655,674
"9382","ATL","TUS","Delta Air Lines Inc.",31,5674,4520,622,1541
"9383","ATL","TUS","Delta Air Lines Inc.",23,3404,3038,694,1541
"9384","ATL","TYS","Delta Air Lines Inc.",1,124,43,612,152
"9385","ATL","TYS","Delta Air Lines Inc.",17,2414,1424,655,152
"9386","ATL","VPS","Delta Air Lines Inc.",1,125,72,650,250
"9387","AUS","ATL","Delta Air Lines Inc.",1,124,119,612,813
"9388","AUS","ATL","Delta Air Lines Inc.",154,21909,16837,655,813
"9389","AUS","ATL","Delta Air Lines Inc.",1,148,130,694,813
"9390","AUS","ATL","Delta Air Lines Inc.",1,126,119,698,813
"9391","AUS","DTW","Delta Air Lines Inc.",1,142,69,655,1149
"9392","AUS","DTW","Delta Air Lines Inc.",32,4032,2915,698,1149
"9393","AUS","MSP","Delta Air Lines Inc.",1,142,51,655,1042
"9394","AUS","MSP","Delta Air Lines Inc.",24,3024,1885,698,1042
"9395","BDL","ATL","Delta Air Lines Inc.",6,960,842,614,859
"9396","BDL","ATL","Delta Air Lines Inc.",146,20746,16144,655,859
"9397","BDL","ATL","Delta Air Lines Inc.",14,2072,1259,694,859
"9398","BDL","ATL","Delta Air Lines Inc.",1,126,123,698,859
"9399","BDL","DTW","Delta Air Lines Inc.",17,2720,2382,614,548
"9400","BDL","DTW","Delta Air Lines Inc.",12,1319,1058,645,548
"9401","BDL","DTW","Delta Air Lines Inc.",3,375,318,650,548
"9402","BDL","DTW","Delta Air Lines Inc.",4,592,393,694,548
"9403","BDL","DTW","Delta Air Lines Inc.",17,2142,963,698,548
"9404","BDL","FLL","Delta Air Lines Inc.",43,6127,4530,655,1173
"9405","BDL","LGA","Delta Air Lines Inc.",1,126,75,698,101
"9406","BDL","MCO","Delta Air Lines Inc.",2,320,282,614,1050
"9407","BDL","MCO","Delta Air Lines Inc.",1,142,129,655,1050
"9408","BDL","MCO","Delta Air Lines Inc.",50,7400,5856,694,1050
"9409","BDL","MCO","Delta Air Lines Inc.",2,252,252,698,1050
"9410","BDL","MSP","Delta Air Lines Inc.",1,160,87,614,1050
"9411","BDL","MSP","Delta Air Lines Inc.",13,1853,1222,655,1050
"9412","BDL","MSP","Delta Air Lines Inc.",17,2560,2005,656,1050
"9413","BDL","MSP","Delta Air Lines Inc.",19,2394,2130,698,1050
"9414","BDL","PBI","Delta Air Lines Inc.",16,2293,1303,655,1133
"9415","BDL","PBI","Delta Air Lines Inc.",14,1764,1552,698,1133
"9416","BDL","PWM","Delta Air Lines Inc.",1,142,118,655,169
"9417","BDL","RSW","Delta Air Lines Inc.",13,1638,1441,698,1180
"9418","BDL","TPA","Delta Air Lines Inc.",13,2374,1806,622,1111
"9419","BHM","ATL","Delta Air Lines Inc.",2,220,162,645,134
"9420","BHM","ATL","Delta Air Lines Inc.",59,7372,5284,650,134
"9421","BHM","ATL","Delta Air Lines Inc.",19,2705,1452,655,134
"9422","BHM","ATL","Delta Air Lines Inc.",1,126,125,698,134
"9423","BIL","MSP","Delta Air Lines Inc.",12,1512,1312,698,748
"9424","BIS","MSP","Delta Air Lines Inc.",6,750,365,650,386
"9425","BIS","MSP","Delta Air Lines Inc.",1,148,35,694,386
"9426","BIS","MSP","Delta Air Lines Inc.",8,1008,555,698,386
"9427","BNA","ATL","Delta Air Lines Inc.",10,1240,1163,612,214
"9428","BNA","ATL","Delta Air Lines Inc.",2,320,256,614,214
"9429","BNA","ATL","Delta Air Lines Inc.",12,2197,1148,622,214
"9430","BNA","ATL","Delta Air Lines Inc.",27,3375,2899,650,214
"9431","BNA","ATL","Delta Air Lines Inc.",29,4139,3383,655,214
"9432","BNA","ATL","Delta Air Lines Inc.",30,3780,2617,698,214
"9433","BNA","DTW","Delta Air Lines Inc.",11,1210,874,645,457
"9434","BNA","DTW","Delta Air Lines Inc.",13,1625,1041,650,457
"9435","BNA","DTW","Delta Air Lines Inc.",1,148,24,694,457
"9436","BNA","DTW","Delta Air Lines Inc.",15,1890,861,698,457
"9437","BNA","IND","Delta Air Lines Inc.",1,184,112,622,249
"9438","BNA","JAX","Delta Air Lines Inc.",1,183,146,622,484
"9439","BNA","MCI","Delta Air Lines Inc.",1,184,114,622,491
"9440","BNA","MSP","Delta Air Lines Inc.",1,126,116,698,695
"9441","BNA","SLC","Delta Air Lines Inc.",13,1924,1712,694,1403
"9442","BNA","SLC","Delta Air Lines Inc.",16,2016,1769,698,1403
"9443","BOI","SLC","Delta Air Lines Inc.",32,5120,3497,614,291
"9444","BOI","SLC","Delta Air Lines Inc.",45,6660,4895,694,291
"9445","BOI","SLC","Delta Air Lines Inc.",3,378,251,698,291
"9446","BOS","ATL","Delta Air Lines Inc.",1,124,119,612,946
"9447","BOS","ATL","Delta Air Lines Inc.",1,160,117,614,946
"9448","BOS","ATL","Delta Air Lines Inc.",270,49437,40207,622,946
"9449","BOS","ATL","Delta Air Lines Inc.",2,433,296,626,946
"9450","BOS","ATL","Delta Air Lines Inc.",25,3550,3034,655,946
"9451","BOS","ATL","Delta Air Lines Inc.",1,298,200,687,946
"9452","BOS","ATL","Delta Air Lines Inc.",2,486,466,696,946
"9453","BOS","ATL","Delta Air Lines Inc.",1,126,93,698,946
"9454","BOS","ATL","Delta Air Lines Inc.",1,54,31,698,946
"9455","BOS","CVG","Delta Air Lines Inc.",25,4000,2988,614,752
"9456","BOS","CVG","Delta Air Lines Inc.",1,142,101,655,752
"9457","BOS","CVG","Delta Air Lines Inc.",29,4292,2884,694,752
"9458","BOS","CVG","Delta Air Lines Inc.",1,126,125,698,752
"9459","BOS","DTW","Delta Air Lines Inc.",28,4480,3593,614,632
"9460","BOS","DTW","Delta Air Lines Inc.",1,217,214,626,632
"9461","BOS","DTW","Delta Air Lines Inc.",15,1648,1538,645,632
"9462","BOS","DTW","Delta Air Lines Inc.",8,1000,675,650,632
"9463","BOS","DTW","Delta Air Lines Inc.",40,5687,3557,655,632
"9464","BOS","DTW","Delta Air Lines Inc.",1,298,114,687,632
"9465","BOS","DTW","Delta Air Lines Inc.",27,3994,3063,694,632
"9466","BOS","DTW","Delta Air Lines Inc.",46,5796,4839,698,632
"9467","BOS","IAD","Delta Air Lines Inc.",2,108,83,698,413
"9468","BOS","IND","Delta Air Lines Inc.",1,54,38,698,817
"9469","BOS","JFK","Delta Air Lines Inc.",2,337,323,622,187
"9470","BOS","LGA","Delta Air Lines Inc.",251,31626,14721,698,185
"9471","BOS","MCO","Delta Air Lines Inc.",54,7668,6845,655,1121
"9472","BOS","MEM","Delta Air Lines Inc.",17,2720,1604,614,1139
"9473","BOS","MSP","Delta Air Lines Inc.",1,160,160,614,1124
"9474","BOS","MSP","Delta Air Lines Inc.",1,142,24,655,1124
"9475","BOS","MSP","Delta Air Lines Inc.",21,3150,2259,656,1124
"9476","BOS","MSP","Delta Air Lines Inc.",68,10061,8611,694,1124
"9477","BOS","MSP","Delta Air Lines Inc.",42,5292,4782,698,1124
"9478","BOS","PHL","Delta Air Lines Inc.",2,108,88,698,280
"9479","BOS","SLC","Delta Air Lines Inc.",33,5280,4778,614,2105
"9480","BOS","SLC","Delta Air Lines Inc.",17,3125,1850,622,2105
"9481","BOS","SLC","Delta Air Lines Inc.",2,296,279,694,2105
"9482","BUF","ATL","Delta Air Lines Inc.",2,248,219,612,712
"9483","BUF","ATL","Delta Air Lines Inc.",1,125,87,650,712
"9484","BUF","ATL","Delta Air Lines Inc.",129,18353,14598,655,712
"9485","BUF","ATL","Delta Air Lines Inc.",10,1476,1381,694,712
"9486","BUF","ATL","Delta Air Lines Inc.",1,126,111,698,712
"9487","BWI","ATL","Delta Air Lines Inc.",2,248,190,612,576
"9488","BWI","ATL","Delta Air Lines Inc.",11,1759,1041,614,576
"9489","BWI","ATL","Delta Air Lines Inc.",102,18660,12665,622,576
"9490","BWI","ATL","Delta Air Lines Inc.",2,250,232,650,576
"9491","BWI","ATL","Delta Air Lines Inc.",190,27076,23037,655,576
"9492","BWI","ATL","Delta Air Lines Inc.",1,148,126,694,576
"9493","BWI","CLE","Delta Air Lines Inc.",1,262,140,626,314
"9494","BWI","DCA","Delta Air Lines Inc.",1,126,46,698,30
"9495","BWI","DSM","Delta Air Lines Inc.",1,160,77,614,910
"9496","BWI","DTW","Delta Air Lines Inc.",52,8320,6289,614,408
"9497","BWI","DTW","Delta Air Lines Inc.",5,550,532,645,408
"9498","BWI","DTW","Delta Air Lines Inc.",45,5623,5021,650,408
"9499","BWI","DTW","Delta Air Lines Inc.",19,2698,1089,655,408
"9500","BWI","DTW","Delta Air Lines Inc.",18,2664,2016,694,408
"9501","BWI","DTW","Delta Air Lines Inc.",13,1638,1279,698,408
"9502","BWI","EFD","Delta Air Lines Inc.",1,262,149,626,1242
"9503","BWI","JFK","Delta Air Lines Inc.",4,735,509,622,184
"9504","BWI","JFK","Delta Air Lines Inc.",1,216,206,626,184
"9505","BWI","LGA","Delta Air Lines Inc.",1,142,45,655,185
"9506","BWI","LGA","Delta Air Lines Inc.",1,126,108,698,185
"9507","BWI","MEM","Delta Air Lines Inc.",17,2142,754,698,787
"9508","BWI","MSP","Delta Air Lines Inc.",25,4000,3365,614,936
"9509","BWI","MSP","Delta Air Lines Inc.",6,859,627,655,936
"9510","BWI","MSP","Delta Air Lines Inc.",28,4200,3396,656,936
"9511","BWI","MSP","Delta Air Lines Inc.",9,1332,972,694,936
"9512","BWI","MSP","Delta Air Lines Inc.",2,252,226,698,936
"9513","BWI","PIT","Delta Air Lines Inc.",1,125,104,650,210
"9514","BWI","SAN","Delta Air Lines Inc.",1,217,204,626,2295
"9515","BWI","SLC","Delta Air Lines Inc.",12,1920,1834,614,1864
"9516","BWI","SLC","Delta Air Lines Inc.",42,7691,6207,622,1864
"9517","BZN","ATL","Delta Air Lines Inc.",11,1760,1537,614,1641
"9518","BZN","ATL","Delta Air Lines Inc.",1,148,105,694,1641
"9519","BZN","FAR","Delta Air Lines Inc.",1,148,121,694,690
"9520","BZN","MSP","Delta Air Lines Inc.",1,148,93,694,874
"9521","BZN","MSP","Delta Air Lines Inc.",28,3528,2538,698,874
"9522","CAE","ATL","Delta Air Lines Inc.",29,4125,2236,655,191
"9523","CAE","ATL","Delta Air Lines Inc.",2,368,138,622,191
"9524","CAE","CHS","Delta Air Lines Inc.",1,142,93,655,95
"9525","CHS","ATL","Delta Air Lines Inc.",3,372,337,612,259
"9526","CHS","ATL","Delta Air Lines Inc.",13,2080,1571,614,259
"9527","CHS","ATL","Delta Air Lines Inc.",1,183,158,622,259
"9528","CHS","ATL","Delta Air Lines Inc.",46,5748,4123,650,259
"9529","CHS","ATL","Delta Air Lines Inc.",98,13943,9586,655,259
"9530","CHS","ATL","Delta Air Lines Inc.",13,1923,1134,694,259
"9531","CHS","ATL","Delta Air Lines Inc.",17,2142,1874,698,259
"9532","CKB","MIA","Delta Air Lines Inc.",1,148,47,694,930
"9533","CLE","ATL","Delta Air Lines Inc.",11,1375,1220,650,554
"9534","CLE","ATL","Delta Air Lines Inc.",1,54,35,698,554
"9535","CLE","BWI","Delta Air Lines Inc.",1,262,143,626,314
"9536","CLE","CLT","Delta Air Lines Inc.",1,54,39,698,430
"9537","CLE","HOU","Delta Air Lines Inc.",1,54,35,698,1107
"9538","CLE","MCO","Delta Air Lines Inc.",1,54,33,698,895
"9539","CLE","MDW","Delta Air Lines Inc.",1,54,39,698,307
"9540","CLE","MIA","Delta Air Lines Inc.",1,54,38,698,1080
"9541","CLE","MSP","Delta Air Lines Inc.",3,162,97,698,622
"9542","CLT","ATL","Delta Air Lines Inc.",3,372,287,612,227
"9543","CLT","ATL","Delta Air Lines Inc.",8,1280,1090,614,227
"9544","CLT","ATL","Delta Air Lines Inc.",2,365,240,622,227
"9545","CLT","ATL","Delta Air Lines Inc.",208,29569,23103,655,227
"9546","CLT","ATL","Delta Air Lines Inc.",17,2512,1955,694,227
"9547","CLT","ATL","Delta Air Lines Inc.",29,3654,2046,698,227
"9548","CLT","ATL","Delta Air Lines Inc.",3,552,124,622,227
"9549","CLT","CLE","Delta Air Lines Inc.",1,54,39,698,430
"9550","CLT","DTW","Delta Air Lines Inc.",1,160,158,614,500
"9551","CLT","DTW","Delta Air Lines Inc.",45,4950,3637,645,500
"9552","CLT","DTW","Delta Air Lines Inc.",21,2625,1883,650,500
"9553","CLT","DTW","Delta Air Lines Inc.",1,149,122,655,500
"9554","CLT","DTW","Delta Air Lines Inc.",48,6048,3996,698,500
"9555","CLT","EWR","Delta Air Lines Inc.",2,108,88,698,529
"9556","CLT","IAD","Delta Air Lines Inc.",1,54,38,698,321
"9557","CLT","IND","Delta Air Lines Inc.",1,54,35,698,428
"9558","CLT","MEM","Delta Air Lines Inc.",11,1386,936,698,512
"9559","CLT","MEM","Delta Air Lines Inc.",1,54,35,698,512
"9560","CLT","MIA","Delta Air Lines Inc.",1,54,36,698,650
"9561","CLT","MSP","Delta Air Lines Inc.",14,1995,1008,655,930
"9562","CLT","MSP","Delta Air Lines Inc.",2,295,217,694,930
"9563","CLT","MSP","Delta Air Lines Inc.",26,3276,2177,698,930
"9564","CLT","PHL","Delta Air Lines Inc.",1,142,37,655,448
"9565","CLT","PHX","Delta Air Lines Inc.",1,184,124,622,1774
"9566","CLT","TLH","Delta Air Lines Inc.",1,184,161,622,386
"9567","CMH","ATL","Delta Air Lines Inc.",1,124,118,612,446
"9568","CMH","ATL","Delta Air Lines Inc.",42,6720,5109,614,446
"9569","CMH","ATL","Delta Air Lines Inc.",22,2750,2385,650,446
"9570","CMH","ATL","Delta Air Lines Inc.",116,16507,12904,655,446
"9571","CMH","ATL","Delta Air Lines Inc.",13,1924,956,694,446
"9572","CMH","LAX","Delta Air Lines Inc.",8,1280,806,614,1996
"9573","CMH","MSP","Delta Air Lines Inc.",10,1427,587,655,627
"9574","CMH","MSP","Delta Air Lines Inc.",1,54,40,698,627
"9575","COS","ATL","Delta Air Lines Inc.",29,4639,3897,614,1185
"9576","COS","ATL","Delta Air Lines Inc.",1,142,130,655,1185
"9577","COS","PHX","Delta Air Lines Inc.",1,217,204,626,551
"9578","CVG","ATL","Delta Air Lines Inc.",1,124,71,612,373
"9579","CVG","ATL","Delta Air Lines Inc.",16,2560,2144,614,373
"9580","CVG","ATL","Delta Air Lines Inc.",1,183,87,622,373
"9581","CVG","ATL","Delta Air Lines Inc.",1,262,209,626,373
"9582","CVG","ATL","Delta Air Lines Inc.",2,250,170,650,373
"9583","CVG","ATL","Delta Air Lines Inc.",72,10259,8261,655,373
"9584","CVG","ATL","Delta Air Lines Inc.",13,1920,1241,694,373
"9585","CVG","ATL","Delta Air Lines Inc.",30,3780,2932,698,373
"9586","CVG","BOS","Delta Air Lines Inc.",54,7990,5790,694,752
"9587","CVG","BOS","Delta Air Lines Inc.",1,126,121,698,752
"9588","CVG","DEN","Delta Air Lines Inc.",31,4960,3323,614,1069
"9589","CVG","DTW","Delta Air Lines Inc.",1,148,27,694,229
"9590","CVG","FLL","Delta Air Lines Inc.",12,1919,1294,614,932
"9591","CVG","FLL","Delta Air Lines Inc.",17,2414,2097,655,932
"9592","CVG","FLL","Delta Air Lines Inc.",27,3994,2958,694,932
"9593","CVG","FNT","Delta Air Lines Inc.",1,125,117,650,275
"9594","CVG","JFK","Delta Air Lines Inc.",26,3698,1995,655,589
"9595","CVG","LAS","Delta Air Lines Inc.",2,320,272,614,1678
"9596","CVG","LAS","Delta Air Lines Inc.",47,6950,5568,694,1678
"9597","CVG","LAS","Delta Air Lines Inc.",1,126,126,698,1678
"9598","CVG","LAX","Delta Air Lines Inc.",14,2240,2044,614,1900
"9599","CVG","LAX","Delta Air Lines Inc.",57,8436,7448,694,1900
"9600","CVG","LAX","Delta Air Lines Inc.",1,126,126,698,1900
"9601","CVG","LGA","Delta Air Lines Inc.",1,160,132,614,585
"9602","CVG","LGA","Delta Air Lines Inc.",1,142,92,655,585
"9603","CVG","LGA","Delta Air Lines Inc.",54,7991,4974,694,585
"9604","CVG","LGA","Delta Air Lines Inc.",3,378,290,698,585
"9605","CVG","MCO","Delta Air Lines Inc.",14,2239,2054,614,756
"9606","CVG","MCO","Delta Air Lines Inc.",70,9947,8609,655,756
"9607","CVG","MCO","Delta Air Lines Inc.",3,442,431,694,756
"9608","CVG","MIA","Delta Air Lines Inc.",13,2080,1014,614,948
"9609","CVG","MIA","Delta Air Lines Inc.",26,3699,3077,655,948
"9610","CVG","MIA","Delta Air Lines Inc.",4,592,503,694,948
"9611","CVG","MSP","Delta Air Lines Inc.",1,246,236,624,596
"9612","CVG","MSP","Delta Air Lines Inc.",1,298,297,687,596
"9613","CVG","PHX","Delta Air Lines Inc.",29,4292,3118,694,1569
"9614","CVG","PIT","Delta Air Lines Inc.",1,184,123,622,256
"9615","CVG","RSW","Delta Air Lines Inc.",43,6113,4647,655,879
"9616","CVG","RSW","Delta Air Lines Inc.",27,3996,2949,694,879
"9617","CVG","RSW","Delta Air Lines Inc.",1,126,126,698,879
"9618","CVG","SAN","Delta Air Lines Inc.",10,1480,1258,694,1865
"9619","CVG","SAN","Delta Air Lines Inc.",1,262,127,626,1865
"9620","CVG","SEA","Delta Air Lines Inc.",24,3551,2978,694,1964
"9621","CVG","SEA","Delta Air Lines Inc.",1,126,108,698,1964
"9622","CVG","SFO","Delta Air Lines Inc.",6,960,872,614,2036
"9623","CVG","SFO","Delta Air Lines Inc.",29,4290,3567,694,2036
"9624","CVG","SLC","Delta Air Lines Inc.",4,640,516,614,1449
"9625","CVG","SLC","Delta Air Lines Inc.",58,8581,7553,694,1449
"9626","CVG","TPA","Delta Air Lines Inc.",16,2560,1391,614,773
"9627","CVG","TPA","Delta Air Lines Inc.",14,1988,1824,655,773
"9628","CVG","TPA","Delta Air Lines Inc.",27,3996,3005,694,773
"9629","DAB","ATL","Delta Air Lines Inc.",39,4873,4437,650,366
"9630","DAB","ATL","Delta Air Lines Inc.",40,5686,4726,655,366
"9631","DAB","ATL","Delta Air Lines Inc.",1,148,109,694,366
"9632","DAB","ATL","Delta Air Lines Inc.",12,1512,1273,698,366
"9633","DAL","EWR","Delta Air Lines Inc.",1,54,39,698,1364
"9634","DAL","MSP","Delta Air Lines Inc.",1,54,43,698,853
"9635","DAL","PDX","Delta Air Lines Inc.",1,54,36,698,1626
"9636","DAL","SAT","Delta Air Lines Inc.",3,162,110,698,248
"9637","DAL","SLC","Delta Air Lines Inc.",1,54,34,698,999
"9638","DAY","ATL","Delta Air Lines Inc.",1,124,121,612,432
"9639","DAY","ATL","Delta Air Lines Inc.",1,160,83,614,432
"9640","DAY","ATL","Delta Air Lines Inc.",13,1621,1414,650,432
"9641","DAY","ATL","Delta Air Lines Inc.",128,18208,14157,655,432
"9642","DAY","ATL","Delta Air Lines Inc.",1,150,140,656,432
"9643","DAY","ATL","Delta Air Lines Inc.",1,126,125,698,432
"9644","DCA","ATL","Delta Air Lines Inc.",19,3040,1911,614,547
"9645","DCA","ATL","Delta Air Lines Inc.",106,19397,13866,622,547
"9646","DCA","ATL","Delta Air Lines Inc.",222,31600,24401,655,547
"9647","DCA","ATL","Delta Air Lines Inc.",25,3694,2740,694,547
"9648","DCA","ATL","Delta Air Lines Inc.",47,5921,5178,698,547
"9649","DCA","DTW","Delta Air Lines Inc.",13,2080,1016,614,405
"9650","DCA","DTW","Delta Air Lines Inc.",1,110,54,645,405
"9651","DCA","DTW","Delta Air Lines Inc.",2,284,185,655,405
"9652","DCA","DTW","Delta Air Lines Inc.",60,8874,5751,694,405
"9653","DCA","DTW","Delta Air Lines Inc.",78,9827,6001,698,405
"9654","DCA","MCO","Delta Air Lines Inc.",65,9250,7177,655,759
"9655","DCA","MCO","Delta Air Lines Inc.",4,592,557,694,759
"9656","DCA","MCO","Delta Air Lines Inc.",42,5292,3047,698,759
"9657","DCA","MEM","Delta Air Lines Inc.",16,2279,1420,655,762
"9658","DCA","MEM","Delta Air Lines Inc.",9,1332,1111,694,762
"9659","DCA","MEM","Delta Air Lines Inc.",20,2520,1726,698,762
"9660","DCA","MIA","Delta Air Lines Inc.",1,142,138,655,920
"9661","DCA","MIA","Delta Air Lines Inc.",55,6930,4716,698,920
